	NIW_0_MPI_1	NIW_0_MPI_2	NIW_0_MPI_3	IW_0_MPI_1	IW_0_MPI_2	IW_0_MPI_3
VIT_12s0059g01920	1599	1608	1367	988	1199	1208
VIT_04s0023g03800	0	0	0	0	0	0
VIT_00s0174g00270	0	1	0	0	0	0
VIT_03s0110g00330	0	0	0	0	0	3
VIT_09s0018g00100	25	37	29	42	49	46
VIT_18s0089g00110	55	39	34	21	49	42
VIT_01s0010g03840	0	0	0	1	0	0
VIT_10s0003g01970	32	34	45	19	16	15
VIT_00s0313g00020	258	159	187	263	347	307
VIT_11s0016g05060	389	437	363	358	448	459
VIT_16s0098g00110	13	4	7	15	14	15
VIT_15s0048g00990	0	0	0	0	0	0
VIT_05s0020g00900	1	0	1	1	0	1
VIT_09s0002g07830	2	1	0	1	0	3
VIT_01s0011g04800	617	630	610	669	655	703
VIT_06s0080g00040	0	1	1	2	3	1
VIT_19s0014g03520	432	471	426	545	277	475
VIT_01s0011g05990	1	2	0	1	0	2
VIT_10s0003g04130	0	1	2	0	0	1
VIT_06s0061g00870	0	2	1	1	1	0
VIT_09s0002g06870	3563	4117	3906	3086	3471	3527
VIT_19s0014g03410	153	122	100	39	38	28
VIT_07s0031g00360	0	0	0	0	0	0
VIT_08s0058g01360	3182	2988	2642	2966	3363	3395
VIT_16s0013g01590	5	0	1	7	3	7
VIT_18s0041g00930	15	16	14	21	36	33
VIT_16s0039g00080	96	82	71	107	141	147
VIT_11s0016g00230	0	0	0	0	0	0
VIT_18s0001g00270	0	0	0	0	0	0
VIT_00s0213g00110	0	0	0	0	0	0
VIT_17s0000g05630	2175	1675	1278	2645	3949	3556
VIT_00s1290g00010	0	1	0	0	0	0
VIT_11s0016g00900	798	821	1014	968	1043	1172
VIT_03s0091g01280	0	0	0	0	0	0
VIT_02s0012g03040	0	0	0	0	0	1
VIT_16s0022g02240	0	0	0	0	0	1
VIT_08s0040g02310	9	15	22	15	25	28
VIT_06s0080g00080	0	0	0	0	0	0
VIT_12s0035g01290	0	0	0	0	0	0
VIT_18s0001g14510	533	576	646	648	528	599
VIT_04s0044g01170	10	12	15	28	7	21
VIT_06s0009g02870	0	0	0	0	0	0
VIT_11s0052g00010	48	43	37	86	77	80
VIT_17s0119g00400	0	0	0	0	0	0
VIT_13s0156g00150	332	190	180	533	168	351
VIT_11s0016g04490	167	95	65	257	179	194
VIT_13s0067g02390	230	248	220	286	226	271
VIT_04s0008g02510	476	184	116	224	249	298
VIT_05s0077g01800	299	266	223	168	206	238
VIT_19s0090g01870	45	38	16	42	57	58
VIT_13s0067g03430	497	392	318	278	505	480
VIT_15s0021g01510	0	0	0	2	0	0
VIT_14s0036g00800	0	0	0	0	0	0
VIT_00s0229g00030	1076	1063	895	764	969	942
VIT_14s0060g00380	408	440	369	524	466	531
VIT_01s0010g03100	0	0	0	0	0	2
VIT_01s0011g00230	379	427	379	392	438	453
VIT_10s0042g00760	0	0	0	0	0	0
VIT_03s0091g00410	2137	2443	2018	2385	1738	2112
VIT_18s0041g01020	0	0	0	0	0	0
VIT_18s0001g01110	285	280	264	374	714	594
VIT_09s0002g08990	181	287	270	230	229	261
VIT_04s0044g01490	387	427	416	278	318	313
VIT_00s2707g00010	0	0	0	0	0	0
VIT_00s0499g00040	196	419	431	351	164	231
VIT_03s0088g00460	0	0	0	0	0	1
VIT_16s0022g01310	1	1	2	1	1	3
VIT_19s0090g00270	211	252	268	263	353	318
VIT_14s0036g00050	121	131	123	144	119	150
VIT_09s0002g08510	0	0	0	3	0	0
VIT_18s0001g09270	4	8	23	8	10	17
VIT_05s0077g01280	820	444	502	1069	1128	1126
VIT_00s0695g00010	0	0	0	0	0	0
VIT_12s0035g02200	65	63	75	85	78	91
VIT_16s0050g00060	3	4	4	7	3	5
VIT_00s0615g00020	57	15	9	117	26	70
VIT_02s0033g01340	1184	1508	1238	1106	1120	1165
VIT_15s0048g00180	1	0	0	0	3	1
VIT_13s0064g00410	236	216	138	335	467	387
VIT_14s0036g00840	21	14	7	23	17	16
VIT_18s0001g05280	0	0	0	0	0	0
VIT_18s0001g02340	691	666	560	672	909	821
VIT_15s0021g01990	0	0	0	0	0	0
VIT_14s0006g02090	8	7	5	9	13	10
VIT_19s0090g01810	65	85	75	89	64	88
VIT_03s0038g03090	33	9	31	17	7	9
VIT_16s0098g01210	23	21	23	48	38	49
VIT_19s0015g01090	12171	13328	14128	14996	9069	12866
VIT_00s0199g00230	311	454	459	465	201	351
VIT_08s0056g01340	38	19	33	43	50	45
VIT_18s0001g06540	0	1	0	1	0	3
VIT_00s0202g00090	0	0	0	0	0	0
VIT_16s0013g01430	279	275	282	283	310	271
VIT_04s0023g03360	2175	2952	2568	1573	730	1208
VIT_19s0014g03750	1	10	4	14	12	17
VIT_13s0019g02380	383	271	236	356	346	401
VIT_12s0035g00890	406	415	437	349	373	378
VIT_02s0025g01220	2782	3438	3044	1550	759	1285
VIT_17s0119g00080	4	7	9	0	13	12
VIT_13s0067g02950	811	877	867	951	818	984
VIT_16s0050g02580	480	575	497	502	555	600
VIT_18s0041g02080	375	319	305	468	302	397
VIT_02s0012g00800	1	1	3	0	3	1
VIT_00s0424g00010	11	5	5	11	7	10
VIT_16s0022g01070	0	0	0	0	0	0
VIT_05s0049g02220	259	291	265	369	464	461
VIT_01s0011g02240	0	0	1	0	0	0
VIT_02s0154g00620	660	762	646	669	685	721
VIT_18s0001g03900	179	80	89	122	251	192
VIT_00s0582g00010	14	11	3	16	18	17
VIT_06s0004g04070	282	307	267	308	412	400
VIT_00s0199g00030	283	370	289	178	248	222
VIT_00s0181g00160	59	89	80	87	108	75
VIT_14s0083g00120	682	1239	1163	1564	450	1078
VIT_19s0090g01840	0	0	0	0	0	0
VIT_05s0049g00980	1134	1038	905	1050	1065	1280
VIT_08s0007g06260	184	222	213	126	162	125
VIT_18s0001g11730	152	134	132	185	196	235
VIT_00s1428g00020	16	10	14	12	15	16
VIT_17s0000g10060	1357	1317	1029	1272	1240	1363
VIT_09s0096g00120	7	7	7	0	0	0
VIT_05s0020g02020	1949	1720	1591	1469	1715	1680
VIT_04s0023g00230	14	15	14	15	13	13
VIT_08s0007g04450	0	0	0	0	0	0
VIT_16s0050g00830	1821	2259	2056	2577	1635	2162
VIT_01s0011g03620	425	387	312	383	303	382
VIT_13s0047g00300	28	16	19	52	49	52
VIT_00s0229g00160	421	373	375	245	330	324
VIT_00s0301g00020	217	309	230	196	157	171
VIT_01s0026g00750	613	666	788	827	699	750
VIT_02s0087g00190	213	173	167	177	226	215
VIT_01s0011g00070	788	804	777	776	893	924
VIT_12s0059g01040	1117	1167	1050	1207	1132	1362
VIT_13s0067g01440	228	331	284	388	252	339
VIT_17s0000g05750	714	643	679	448	524	540
VIT_09s0096g00890	0	0	0	1	0	0
VIT_19s0014g01310	318	375	305	309	327	340
VIT_16s0050g00330	0	0	0	0	0	0
VIT_04s0044g00620	0	0	0	0	0	0
VIT_02s0012g00710	1848	1813	1689	1995	1667	2059
VIT_15s0046g03620	48	27	40	20	38	45
VIT_04s0008g05600	289	258	250	382	429	473
VIT_15s0048g02770	1286	1728	1412	1717	1763	1820
VIT_03s0063g00780	129	134	167	197	78	149
VIT_15s0046g03590	225	244	242	185	273	245
VIT_10s0116g00360	4819	5327	5156	5303	4500	5146
VIT_14s0006g00090	1	3	0	2	1	1
VIT_03s0088g00610	0	2	1	0	0	2
VIT_18s0001g05190	0	0	0	0	0	0
VIT_07s0129g00760	0	0	0	4	1	1
VIT_18s0001g02130	0	0	0	0	0	0
VIT_09s0018g01520	0	0	0	0	0	0
VIT_14s0081g00340	0	0	0	0	0	0
VIT_06s0080g00990	1	0	1	0	0	0
VIT_18s0041g00170	408	392	336	198	306	332
VIT_16s0022g01250	135	148	178	149	180	168
VIT_13s0073g00150	440	490	348	466	540	535
VIT_17s0000g08910	221	411	365	315	139	252
VIT_05s0165g00070	0	0	0	0	0	0
VIT_05s0062g00740	136	125	96	197	254	260
VIT_18s0001g00850	0	0	0	0	0	0
VIT_13s0175g00020	0	0	0	0	1	0
VIT_03s0063g01910	482	369	374	276	142	234
VIT_08s0007g03960	9270	11733	13144	12822	11759	13013
VIT_14s0068g01030	594	634	612	920	712	831
VIT_12s0134g00130	0	1	0	3	0	0
VIT_02s0025g01980	366	468	436	408	234	382
VIT_09s0002g06900	2	0	0	0	2	1
VIT_18s0001g13980	330	460	389	472	339	423
VIT_06s0004g08230	13370	11436	12195	11725	7437	10176
VIT_14s0081g00030	411	201	153	563	331	468
VIT_07s0005g02240	3	2	1	0	1	0
VIT_12s0059g02370	2805	2495	2552	2974	3288	3395
VIT_07s0031g02860	11	12	14	12	23	17
VIT_08s0007g01550	26	1	2	19	5	15
VIT_05s0020g01720	118	140	136	138	168	162
VIT_12s0028g03220	7	1	2	0	1	0
VIT_06s0004g02120	6431	4103	3839	3576	7454	5998
VIT_18s0001g02120	0	0	0	0	0	0
VIT_00s0163g00080	7	6	7	3	3	5
VIT_00s2300g00010	149	113	64	153	169	164
VIT_02s0025g03950	152	288	281	263	298	275
VIT_09s0054g01830	427	421	392	297	434	444
VIT_00s0229g00060	1590	1461	1496	1277	990	1286
VIT_10s0003g05250	0	0	0	0	0	0
VIT_18s0001g10900	0	0	0	0	0	0
VIT_09s0002g08320	0	0	0	0	0	0
VIT_03s0038g02740	210	280	247	131	203	163
VIT_13s0047g01050	907	879	966	615	849	829
VIT_14s0060g00400	29	19	19	56	60	58
VIT_01s0011g04300	97	105	65	158	310	233
VIT_02s0087g00250	62	47	44	99	101	97
VIT_09s0002g07060	1014	1011	916	1008	880	1019
VIT_12s0057g01140	554	460	357	544	889	796
VIT_01s0011g05620	20	21	22	8	20	15
VIT_04s0008g00390	2	0	2	2	3	0
VIT_00s0181g00110	0	0	0	0	0	1
VIT_12s0028g02310	0	1	0	2	0	1
VIT_10s0003g04340	40	55	75	246	23	156
VIT_15s0024g01380	0	2	1	1	3	4
VIT_13s0074g00800	0	0	0	0	0	0
VIT_00s0264g00120	1076	1402	1290	1590	1578	1723
VIT_05s0136g00140	2471	1594	1822	1578	2310	2231
VIT_06s0004g06610	5131	5193	4554	4906	4439	4977
VIT_00s0229g00200	3	3	5	8	4	3
VIT_09s0002g00860	16	13	9	34	31	44
VIT_19s0027g01480	77	74	72	23	38	33
VIT_07s0005g00740	4678	4767	4859	5802	2527	4261
VIT_10s0116g00040	1	2	3	1	1	4
VIT_01s0010g01140	344	413	363	393	536	504
VIT_07s0005g04320	24	15	28	31	26	22
VIT_11s0149g00380	2	1	9	11	7	16
VIT_13s0139g00200	26	36	44	42	41	37
VIT_02s0087g00790	803	980	791	914	1179	1130
VIT_14s0006g00780	8	8	2	4	15	14
VIT_12s0178g00010	463	494	491	500	517	490
VIT_19s0015g00280	28	33	38	17	30	24
VIT_14s0068g01940	3099	3735	3601	4275	3306	4146
VIT_16s0050g00700	388	393	355	405	396	463
VIT_11s0016g03820	2276	2500	2874	2339	2232	2519
VIT_01s0011g02410	0	0	0	0	0	0
VIT_00s0372g00080	5	1	2	3	0	1
VIT_16s0013g00180	3	3	4	5	5	4
VIT_14s0060g00960	0	1	0	0	1	2
VIT_14s0006g02250	0	0	0	0	0	0
VIT_01s0026g01410	0	1	3	2	1	3
VIT_05s0020g04750	58	35	35	54	25	37
VIT_07s0104g01780	449	520	407	527	660	692
VIT_07s0031g01770	366	380	437	372	500	485
VIT_01s0010g01360	0	0	0	0	0	0
VIT_12s0059g02120	159	150	160	145	183	171
VIT_08s0007g03070	27	15	25	21	28	28
VIT_17s0053g00180	0	0	0	0	0	0
VIT_18s0075g00150	1	0	0	6	3	6
VIT_06s0004g06590	1027	1054	874	855	1095	1041
VIT_08s0058g00020	14	15	16	19	42	25
VIT_16s0039g01010	0	0	0	0	0	0
VIT_00s0160g00350	1	1	2	4	2	2
VIT_14s0006g02520	1569	1359	1255	867	1190	1085
VIT_14s0083g01140	14	22	35	199	194	217
VIT_05s0020g00990	0	0	0	0	0	0
VIT_10s0003g03960	361	384	368	421	390	422
VIT_18s0001g13020	202	241	161	428	407	453
VIT_03s0063g01780	107	68	57	108	78	110
VIT_19s0015g01220	1017	1099	1082	1274	945	1296
VIT_11s0016g05630	234	228	214	264	221	231
VIT_16s0013g01650	0	0	0	0	0	0
VIT_01s0010g01030	263	271	284	382	291	337
VIT_08s0007g04230	1506	703	642	1233	1533	1396
VIT_18s0001g13150	457	452	352	334	449	401
VIT_18s0001g00030	27	3	4	4	30	25
VIT_18s0001g13700	247	316	293	290	251	270
VIT_04s0008g05840	313	299	246	307	340	361
VIT_18s0001g09870	71	55	43	48	58	57
VIT_18s0001g11450	0	0	0	0	0	0
VIT_07s0005g02830	173	161	175	178	171	193
VIT_00s2249g00010	142	139	146	208	199	219
VIT_01s0026g01280	63	72	72	65	62	63
VIT_01s0010g02230	20	21	7	35	29	34
VIT_08s0040g02170	52	4	9	31	18	24
VIT_11s0016g03290	1688	1935	1626	1724	1834	1925
VIT_07s0031g02820	13	22	30	27	24	26
VIT_11s0016g00940	2	11	13	26	4	17
VIT_04s0023g03560	418	412	387	312	356	360
VIT_11s0016g02620	774	1338	1235	1245	794	1048
VIT_17s0000g02830	14	11	11	10	19	11
VIT_18s0001g15320	2647	2712	2416	2469	2764	2787
VIT_08s0007g02490	25250	25364	26760	20794	26652	25603
VIT_05s0020g03800	0	0	0	0	0	0
VIT_03s0038g03190	19	60	18	80	261	203
VIT_13s0019g05060	0	0	0	5	1	1
VIT_18s0075g01020	0	0	0	0	0	1
VIT_16s0148g00040	0	1	0	0	1	2
VIT_16s0115g00050	0	0	0	0	0	0
VIT_14s0060g01350	0	0	1	0	0	0
VIT_08s0040g02370	379	451	458	398	377	445
VIT_06s0004g01500	94	126	78	84	116	124
VIT_00s0144g00120	132	124	117	102	170	156
VIT_00s0201g00010	0	0	0	0	0	0
VIT_07s0031g02130	1147	911	812	853	964	958
VIT_06s0009g03530	396	401	374	366	485	439
VIT_00s0854g00050	0	0	0	0	0	0
VIT_13s0074g00380	0	0	0	1	0	0
VIT_19s0015g00040	0	0	2	1	1	0
VIT_16s0013g01980	0	0	0	0	0	0
VIT_19s0090g00670	43	33	28	35	14	22
VIT_01s0011g03940	77	57	78	111	121	120
VIT_02s0087g00940	3	6	2	8	7	9
VIT_04s0023g01420	0	0	0	0	0	0
VIT_04s0069g00630	0	0	0	0	2	0
VIT_16s0148g00160	4	0	0	0	6	1
VIT_18s0122g00690	26	1	3	13	9	11
VIT_17s0000g10430	31629	31316	35923	41547	29991	37986
VIT_14s0060g01200	570	502	378	656	686	783
VIT_11s0065g00450	840	829	830	765	810	811
VIT_03s0063g00330	47	54	61	94	73	111
VIT_03s0091g00080	1115	1206	1186	1006	1095	1070
VIT_13s0067g02960	533	612	516	593	461	552
VIT_07s0031g01680	863	399	84	200	1625	1004
VIT_13s0019g02730	1339	2363	1903	2494	1810	2200
VIT_05s0062g00470	0	0	0	0	0	0
VIT_08s0007g05120	1981	2040	2289	1343	1808	1683
VIT_14s0030g01400	216	284	255	221	229	249
VIT_15s0046g02410	2328	2712	2296	2638	1928	2547
VIT_00s0253g00010	4	1	0	6	1	3
VIT_01s0011g00530	172	134	93	123	188	176
VIT_04s0008g06300	291	285	245	192	292	235
VIT_10s0071g00430	13	28	13	29	26	35
VIT_07s0104g01550	230	279	253	202	183	222
VIT_07s0129g00910	33	16	14	41	58	44
VIT_05s0020g00340	0	0	0	0	0	0
VIT_04s0008g05250	9	2	1	7	6	5
VIT_05s0077g01120	0	0	0	0	0	0
VIT_17s0000g02260	736	854	795	918	823	854
VIT_07s0005g01230	763	834	801	689	687	746
VIT_14s0128g00860	13	29	29	41	31	54
VIT_06s0004g02070	1151	1242	1220	886	1381	1232
VIT_01s0150g00350	605	624	550	614	541	612
VIT_02s0025g04320	116	86	49	98	79	98
VIT_14s0108g01080	1531	1929	1497	1705	1568	1754
VIT_16s0148g00310	0	0	0	0	0	0
VIT_05s0051g00860	1711	1790	1872	1114	1918	1637
VIT_04s0008g05430	537	443	418	632	504	607
VIT_07s0141g00360	23	8	12	14	5	10
VIT_08s0007g03680	64	57	56	87	63	71
VIT_04s0008g05970	110	71	57	110	187	166
VIT_12s0059g01020	0	0	0	0	0	0
VIT_16s0148g00150	0	0	0	0	0	0
VIT_10s0003g04000	816	731	831	750	657	729
VIT_14s0068g02060	566	628	613	797	667	811
VIT_15s0021g00970	132	105	100	94	81	102
VIT_07s0005g04400	3249	2538	2585	2396	3349	3055
VIT_02s0012g00080	2063	2325	2213	2717	2584	2896
VIT_07s0031g00900	0	0	0	0	0	0
VIT_09s0018g02000	36	38	19	21	38	22
VIT_18s0041g02430	2	0	0	13	26	22
VIT_19s0014g04140	2	1	0	0	0	2
VIT_01s0011g04570	13	11	9	4	9	5
VIT_00s0888g00010	24	19	12	29	18	36
VIT_07s0031g01350	469	650	543	571	460	546
VIT_07s0255g00060	81	106	90	135	101	95
VIT_07s0104g00380	1161	1250	1451	971	1249	1155
VIT_00s0347g00070	5	4	9	6	13	11
VIT_06s0004g07580	0	0	0	0	0	0
VIT_18s0001g12930	261	548	473	336	178	261
VIT_18s0001g06670	11	15	7	31	14	26
VIT_14s0006g02830	4307	5549	6133	5552	4467	5395
VIT_07s0005g00010	2022	2080	1804	2566	1982	2359
VIT_01s0026g02730	331	420	389	329	469	400
VIT_19s0027g00410	1	3	2	0	1	1
VIT_04s0023g02720	309	364	352	471	457	495
VIT_17s0053g00640	0	0	0	0	0	0
VIT_07s0005g00640	326	380	367	373	321	385
VIT_04s0008g06760	52	78	48	80	113	86
VIT_17s0000g02960	820	872	880	835	797	881
VIT_02s0154g00530	413	404	403	288	384	352
VIT_04s0044g02050	611	653	623	624	627	661
VIT_06s0004g04920	874	1138	1016	1066	960	1030
VIT_06s0004g05830	172	214	227	235	177	242
VIT_14s0128g00730	58	68	70	34	63	42
VIT_16s0022g02190	33	104	175	610	83	362
VIT_12s0059g02710	3	2	8	1	1	2
VIT_03s0091g00350	0	0	0	0	0	0
VIT_19s0015g00140	7432	7794	9031	7265	8942	8855
VIT_07s0031g02530	52	47	53	61	51	59
VIT_02s0012g01160	44	18	13	31	26	50
VIT_12s0035g00490	248	203	222	106	152	146
VIT_15s0024g00930	68	74	79	77	113	94
VIT_14s0036g00680	176	224	227	248	211	230
VIT_01s0010g03920	848	883	884	801	850	754
VIT_01s0150g00080	1	0	0	1	0	0
VIT_02s0012g00380	56	70	66	41	76	63
VIT_19s0015g02770	0	0	0	0	0	0
VIT_01s0026g01010	1955	1763	1650	1519	1796	1689
VIT_05s0020g02050	428	450	450	607	549	567
VIT_06s0004g00430	958	965	923	570	902	843
VIT_16s0039g01960	1	0	0	1	0	1
VIT_04s0023g02670	1	2	1	1	3	1
VIT_09s0002g02500	1952	1942	1970	1825	1907	2006
VIT_18s0001g11710	20541	20001	21744	20944	24354	24790
VIT_01s0150g00260	506	598	502	552	719	685
VIT_10s0003g01370	299	319	287	308	382	360
VIT_01s0010g00580	598	926	839	503	550	510
VIT_13s0106g00730	578	626	547	777	708	853
VIT_16s0039g01400	552	647	571	624	589	669
VIT_12s0057g01000	2658	2955	2724	2001	3079	2814
VIT_19s0090g00110	153	142	169	107	144	142
VIT_07s0005g01270	0	0	0	0	0	0
VIT_10s0116g00730	150	182	150	220	233	190
VIT_05s0049g02350	110	88	102	114	147	160
VIT_13s0067g02530	456	1147	1150	966	246	622
VIT_14s0128g00780	169	88	80	109	78	108
VIT_08s0040g03400	3254	2761	2089	1870	3079	2693
VIT_08s0007g01960	545	550	610	525	562	583
VIT_16s0039g01220	6	6	4	7	9	13
VIT_00s0790g00010	16	11	19	20	15	10
VIT_01s0011g05930	177	131	103	529	626	640
VIT_02s0025g01810	0	0	0	1	1	0
VIT_08s0007g00260	4	2	4	1	1	4
VIT_05s0020g02470	208	153	172	246	225	243
VIT_02s0012g01070	64	72	78	45	50	39
VIT_17s0000g06110	1	0	0	1	1	0
VIT_03s0017g01940	189	49	79	134	84	146
VIT_12s0028g03190	1557	1831	1772	1391	712	1140
VIT_12s0034g00790	0	1	1	0	0	2
VIT_04s0023g03540	48	57	52	79	61	78
VIT_05s0020g04380	8	4	3	10	6	9
VIT_16s0050g00870	109	106	100	140	83	128
VIT_11s0016g05210	820	794	708	905	1007	1007
VIT_17s0000g08160	450	397	237	478	326	386
VIT_07s0104g01560	123	153	170	149	175	141
VIT_09s0002g03960	190	235	214	205	200	185
VIT_09s0002g05290	41	33	36	45	58	53
VIT_00s0561g00030	431	410	393	307	422	368
VIT_18s0001g10490	125	120	91	124	148	138
VIT_06s0004g04660	17327	17915	11761	21427	31845	29087
VIT_06s0004g03990	241	268	209	200	222	252
VIT_13s0019g02590	1	0	1	1	0	0
VIT_17s0000g02450	52	92	61	119	99	104
VIT_14s0128g00690	32	39	38	24	46	33
VIT_18s0001g00250	0	0	0	0	0	0
VIT_06s0004g00500	1866	1708	1592	1556	1658	1814
VIT_06s0061g00540	1211	1248	1069	914	1338	1182
VIT_09s0002g03620	7774	6041	6006	5736	4775	5652
VIT_17s0000g06720	33	42	38	36	23	24
VIT_09s0054g00460	0	0	0	0	0	0
VIT_16s0013g01220	0	0	0	0	0	0
VIT_02s0012g00930	568	683	597	904	790	867
VIT_14s0036g00310	12	9	13	20	18	12
VIT_00s0240g00010	0	0	0	0	0	0
VIT_08s0007g04130	9	8	3	9	4	3
VIT_02s0025g00500	0	0	0	0	3	0
VIT_13s0019g00910	491	546	461	598	607	665
VIT_10s0003g00030	171	183	151	243	183	207
VIT_11s0016g01000	15	8	3	15	4	11
VIT_18s0001g12300	133	292	287	234	69	145
VIT_08s0056g01520	254	289	222	212	216	248
VIT_16s0039g02800	271	340	331	322	348	347
VIT_09s0018g00800	0	0	0	0	0	0
VIT_18s0001g04090	0	0	0	0	0	0
VIT_18s0001g15170	0	0	0	0	0	0
VIT_05s0020g04160	1751	1641	1624	1944	1693	2006
VIT_05s0029g01070	839	939	934	484	590	594
VIT_08s0040g01650	7	10	4	5	7	10
VIT_14s0066g02110	4	0	0	2	1	0
VIT_11s0037g01030	11	9	10	5	10	9
VIT_11s0103g00510	0	1	0	0	0	0
VIT_06s0004g00200	3915	4042	3642	5894	5315	5905
VIT_00s1355g00010	302	310	410	267	341	314
VIT_10s0071g01080	4	1	1	2	0	1
VIT_05s0077g00010	28	30	29	48	55	44
VIT_18s0075g00610	0	0	0	0	0	0
VIT_14s0128g00530	0	0	0	0	0	0
VIT_14s0219g00210	105	94	74	81	104	81
VIT_14s0006g02230	291	397	375	321	260	294
VIT_01s0011g01660	1635	1573	1574	1647	1547	1609
VIT_00s1322g00010	1245	1259	1086	1237	1135	1236
VIT_08s0056g01470	127	154	159	144	166	162
VIT_07s0005g06030	0	0	0	0	0	0
VIT_03s0017g00360	28	34	23	27	28	27
VIT_12s0059g00290	1681	1241	1177	840	1264	1136
VIT_17s0000g05900	0	0	0	0	1	0
VIT_08s0040g01980	0	0	0	0	0	0
VIT_11s0016g02940	172	170	142	165	110	136
VIT_00s0194g00350	8	2	1	2	3	6
VIT_19s0177g00150	531	550	509	364	450	445
VIT_16s0098g00540	1039	969	946	779	912	916
VIT_07s0005g06510	2	1	0	1	1	2
VIT_04s0008g04410	398	426	371	291	325	302
VIT_15s0024g01050	0	0	0	0	0	0
VIT_07s0005g03360	5838	6147	6976	8545	6587	7811
VIT_18s0041g00580	131	83	103	95	78	86
VIT_16s0050g02480	1439	683	740	1363	1033	1312
VIT_02s0154g00070	1234	1696	1796	2275	819	1613
VIT_03s0063g01020	319	417	346	376	268	374
VIT_02s0012g03240	0	0	0	0	0	0
VIT_10s0042g00440	7	9	7	12	17	12
VIT_18s0001g14260	48	50	28	253	291	311
VIT_09s0002g08480	1116	1274	1185	1523	1390	1495
VIT_01s0026g00640	915	1039	1259	976	1120	1102
VIT_13s0019g01440	1616	1819	1722	1228	1030	1203
VIT_14s0066g00680	22	11	11	21	14	17
VIT_07s0005g03000	0	0	0	0	0	0
VIT_02s0012g00250	1	0	0	11	14	10
VIT_12s0134g00400	954	726	802	556	303	499
VIT_14s0060g02000	6	9	14	7	5	6
VIT_13s0019g02780	60	120	60	43	27	44
VIT_12s0059g01030	761	995	832	971	876	992
VIT_01s0010g02130	2	4	3	2	3	3
VIT_06s0004g04220	9	21	15	19	10	24
VIT_00s0179g00300	4217	4169	3988	3921	4278	4296
VIT_16s0022g01650	83	69	86	108	255	233
VIT_08s0007g06900	40	36	23	38	26	29
VIT_02s0087g00180	497	512	533	423	460	480
VIT_02s0025g02110	51	22	22	19	25	30
VIT_08s0007g04320	0	0	0	0	0	1
VIT_05s0077g01930	1	1	0	1	1	0
VIT_04s0023g01160	252	231	288	197	292	268
VIT_01s0026g02770	1	3	0	3	0	1
VIT_11s0037g00580	17	14	25	102	65	80
VIT_12s0134g00080	17	42	31	44	25	27
VIT_14s0006g01020	1095	1299	994	1536	1543	1694
VIT_05s0049g01990	0	0	0	0	0	0
VIT_08s0007g04110	0	0	1	0	0	0
VIT_08s0007g06610	7	1	3	2	1	2
VIT_02s0025g00940	1	3	3	8	2	4
VIT_07s0031g00510	0	0	0	0	0	0
VIT_02s0025g03120	0	0	0	5	5	7
VIT_18s0001g15450	453	402	330	731	865	885
VIT_01s0026g00450	33	38	26	37	37	44
VIT_12s0055g00070	1	0	1	1	0	2
VIT_05s0020g00970	2882	2891	2511	2637	2234	2639
VIT_00s0259g00180	128	119	100	119	99	133
VIT_07s0151g00620	34	42	48	48	49	61
VIT_15s0021g02580	89	39	57	158	171	135
VIT_06s0061g00160	213	257	239	246	209	256
VIT_16s0098g01370	978	1113	1130	1387	1077	1344
VIT_00s0256g00050	397	481	492	512	397	491
VIT_13s0067g02990	4914	5034	5816	5196	4681	5231
VIT_03s0038g00080	0	0	0	0	0	0
VIT_13s0019g00870	265	283	207	410	275	412
VIT_18s0001g06230	518	446	362	332	291	353
VIT_13s0019g04110	219	199	219	197	222	210
VIT_18s0001g00260	2	2	1	1	1	2
VIT_00s0283g00090	0	1	3	3	5	5
VIT_05s0020g02650	808	726	534	808	721	810
VIT_04s0023g02410	13	16	20	23	10	13
VIT_17s0000g02930	1	0	1	0	0	0
VIT_14s0128g00750	1118	1032	1089	876	1089	1092
VIT_02s0025g03640	30	23	12	21	14	15
VIT_12s0028g00280	0	0	0	0	0	0
VIT_18s0001g13970	2636	2759	2070	2194	3161	2899
VIT_08s0007g01530	661	542	435	614	836	719
VIT_08s0007g07370	297	419	324	409	355	351
VIT_12s0178g00120	5	4	3	7	6	4
VIT_01s0010g00550	337	378	403	322	315	285
VIT_13s0067g01460	7	8	13	10	12	20
VIT_00s0415g00020	22	17	18	15	25	14
VIT_06s0080g01020	0	1	1	1	7	0
VIT_12s0028g02360	1	0	0	2	2	3
VIT_13s0139g00470	0	0	0	0	0	0
VIT_18s0001g08230	775	1122	539	1678	2166	2076
VIT_03s0063g02480	1573	1292	1234	1458	1367	1553
VIT_08s0040g03010	1512	1426	1502	961	1324	1186
VIT_00s0411g00030	6	12	7	12	5	5
VIT_04s0008g03270	186	173	159	221	145	207
VIT_16s0022g02040	610	690	672	724	546	668
VIT_15s0021g00820	0	1	0	0	0	0
VIT_00s0203g00170	177	338	267	389	351	349
VIT_08s0032g00420	382	378	297	364	358	368
VIT_02s0154g00600	1711	1659	1617	1053	721	997
VIT_05s0020g00710	0	0	0	0	0	0
VIT_09s0070g00840	0	0	0	0	0	0
VIT_18s0122g00800	1	1	0	11	0	7
VIT_01s0010g02480	1232	1793	1376	2199	1780	2176
VIT_19s0015g02340	0	0	0	0	0	0
VIT_08s0007g04380	866	1138	1100	952	724	867
VIT_02s0033g00660	0	0	0	1	1	4
VIT_09s0002g01710	1087	1010	978	918	832	977
